policy_value,policy_type,region,add_ons,commission
41384,Premium,West,Yes,1727.68
18384,Standard,South,Yes,817.6800000000001
10199,Premium,South,No,853.98
15408,Standard,West,Yes,708.1600000000001
9808,Standard,West,No,296.15999999999997
20507,Premium,East,No,960.14
21726,Standard,East,No,484.52
13125,Premium,East,No,812.5
15122,Standard,West,No,402.44
42797,Standard,West,No,955.94
11989,Standard,South,No,389.78
49457,Standard,North,Yes,1489.1399999999999
34043,Standard,South,Yes,1130.8600000000001
44713,Standard,West,Yes,1294.26
13190,Standard,South,Yes,713.8
16106,Premium,East,No,872.12
18679,Standard,West,No,473.58
29104,Standard,West,No,682.08
12301,Standard,South,No,396.02
32374,Standard,East,No,697.48
20550,Standard,South,No,561.0
49924,Premium,West,Yes,1898.48
49772,Premium,West,No,1595.44
18256,Standard,East,No,415.12
25347,Standard,South,Yes,956.94
5462,Premium,West,No,709.24
21249,Premium,West,No,1024.98
24953,Standard,East,Yes,849.06
29513,Standard,West,No,690.26
33671,Premium,North,Yes,1673.42
34012,Standard,West,No,780.24
45287,Standard,South,No,1055.74
47665,Standard,South,Yes,1403.3000000000002
45548,Standard,North,Yes,1410.96
35454,Standard,South,No,859.08
40535,Premium,East,Yes,1660.7
40563,Premium,West,No,1411.26
31327,Premium,North,Yes,1626.54
27567,Premium,North,No,1251.3400000000001
34177,Premium,East,Yes,1533.54
28639,Standard,East,No,622.78
41634,Standard,East,Yes,1182.68
16562,Premium,South,Yes,1281.24
31080,Standard,South,No,771.6
18151,Premium,North,No,1063.02
26212,Premium,West,Yes,1424.24
25566,Premium,South,No,1161.32
5025,Standard,East,Yes,450.5
15975,Standard,East,Yes,669.5
16982,Premium,South,Yes,1289.6399999999999
35279,Standard,West,Yes,1105.58
44478,Standard,East,Yes,1239.56
48696,Standard,North,No,1173.92
16423,Premium,South,Yes,1278.46
15380,Premium,North,No,1007.6
31636,Standard,West,Yes,1032.72
38647,Standard,East,No,822.94
43940,Premium,North,No,1578.8000000000002
46702,Premium,West,No,1534.04
12026,Premium,West,No,840.52
23351,Standard,West,Yes,867.02
46647,Premium,East,No,1482.94
46112,Standard,East,No,972.24
32076,Premium,North,No,1341.52
27191,Premium,South,Yes,1493.8200000000002
27854,Standard,North,No,757.08
10631,Standard,West,Yes,612.62
36698,Standard,West,No,833.96
26641,Standard,East,No,582.82
18535,Standard,North,No,570.7
48159,Premium,South,Yes,1913.18
5392,Standard,East,Yes,457.84000000000003
47934,Premium,South,Yes,1908.68
10614,Premium,East,No,762.28
29632,Premium,West,Yes,1492.6399999999999
21490,Premium,West,No,1029.8
35056,Premium,West,Yes,1601.12
45499,Standard,West,Yes,1309.98
17042,Standard,South,No,490.84000000000003
21764,Standard,West,Yes,835.28
36267,Premium,West,Yes,1625.3400000000001
31079,Standard,East,Yes,971.58
48484,Standard,North,Yes,1469.68
32001,Standard,West,Yes,1040.02
33464,Premium,South,No,1319.28
28166,Standard,South,Yes,1013.32
31237,Premium,South,No,1274.74
30839,Premium,North,Yes,1616.78
19831,Standard,East,Yes,746.62
12794,Standard,West,Yes,655.88
27188,Standard,West,No,643.76
41237,Standard,North,No,1024.74
46041,Premium,West,No,1520.8200000000002
37102,Standard,West,No,842.04
23626,Premium,North,Yes,1472.52
29904,Premium,North,No,1298.08
23794,Premium,West,Yes,1375.88
33818,Premium,South,Yes,1626.3600000000001
8900,Standard,West,No,278.0
30722,Premium,South,Yes,1564.44
27648,Standard,East,Yes,902.96
20154,Standard,West,Yes,803.0799999999999
17079,Standard,South,No,491.58
31883,Premium,West,No,1237.6599999999999
16985,Premium,North,Yes,1339.7
37793,Premium,North,No,1455.8600000000001
15620,Premium,West,No,912.4000000000001
25978,Premium,South,Yes,1469.56
30414,Standard,South,Yes,1058.28
17926,Standard,West,Yes,758.52
23420,Standard,South,Yes,918.4000000000001
31804,Premium,East,Yes,1486.08
17319,Premium,East,Yes,1196.38
14433,Standard,South,Yes,738.6600000000001
5739,Premium,East,No,664.78
10462,Standard,South,No,359.24
14745,Premium,East,Yes,1144.9
25925,Premium,South,No,1168.5
16167,Standard,West,Yes,723.34
45161,Premium,East,No,1453.22
44177,Premium,West,Yes,1783.54
30743,Standard,West,No,714.86
6324,Premium,East,No,676.48
42312,Premium,West,No,1446.24
47051,Standard,South,Yes,1391.02
12067,Standard,West,No,341.34000000000003
23945,Standard,South,Yes,928.9000000000001
23990,Standard,West,No,579.8
6106,Standard,East,No,172.12
27835,Premium,West,Yes,1456.7
44053,Standard,East,Yes,1231.06
29080,Premium,South,Yes,1531.6
28821,Standard,South,No,726.42
25171,Premium,West,No,1103.42
40291,Premium,East,Yes,1655.8200000000002
45173,Premium,South,No,1553.46
48314,Standard,South,Yes,1416.28
31181,Premium,West,No,1223.62
41062,Standard,East,No,871.24
38516,Standard,North,No,970.32
45098,Premium,South,No,1551.96
8628,Standard,South,Yes,622.56
48114,Premium,South,No,1612.28
40337,Premium,South,Yes,1756.74
24905,Standard,West,No,598.1
23312,Premium,North,No,1166.24
35707,Standard,South,No,864.14
45663,Premium,West,No,1513.26
11871,Premium,South,No,887.4200000000001
44240,Standard,North,No,1084.8000000000002
9971,Standard,North,Yes,699.4200000000001
5562,Standard,West,No,211.24
40241,Premium,East,Yes,1654.8200000000002
38748,Standard,East,Yes,1124.96
22150,Premium,South,No,1093.0
14352,Premium,South,No,937.04
22852,Standard,East,Yes,807.04
13820,Standard,East,Yes,626.4000000000001
17414,Standard,North,No,548.28
29247,Standard,South,Yes,1034.94
11862,Premium,West,Yes,1137.24
41056,Premium,North,Yes,1821.12
35916,Premium,North,No,1418.3200000000002
11211,Standard,West,No,324.22
32863,Standard,South,Yes,1107.26
31764,Premium,North,No,1335.28
6499,Premium,West,Yes,1029.98
11541,Standard,South,No,380.82
29546,Premium,East,Yes,1440.92
36827,Premium,South,No,1386.54
24646,Premium,West,No,1092.92
12333,Premium,West,Yes,1146.6599999999999
42402,Premium,East,Yes,1698.04
8600,Premium,North,Yes,1172.0
19484,Standard,South,Yes,839.6800000000001
12576,Premium,South,No,901.52
9437,Standard,North,Yes,688.74
36115,Standard,North,Yes,1222.3000000000002
32491,Premium,West,No,1249.8200000000002
17138,Premium,North,No,1042.76
40986,Premium,West,No,1419.72
17598,Premium,North,Yes,1351.96
7927,Premium,East,Yes,1008.54
31961,Premium,North,Yes,1639.22
5652,Premium,South,No,763.04
6683,Standard,North,Yes,633.66
11780,Premium,South,Yes,1185.6
17169,Premium,North,Yes,1343.38
5728,Standard,North,Yes,614.56
16270,Premium,East,No,875.4000000000001
29364,Standard,South,No,737.28
40789,Standard,East,Yes,1165.78
29074,Premium,South,Yes,1531.48
22602,Standard,South,Yes,902.04
48923,Premium,South,Yes,1928.46
19293,Standard,West,Yes,785.86
6723,Premium,East,Yes,984.46
9722,Standard,West,No,294.44
47580,Premium,North,Yes,1951.6
25746,Premium,East,No,1064.92
13056,Standard,West,Yes,661.12
44812,Premium,South,No,1546.24
20437,Standard,West,No,508.74
39104,Standard,West,Yes,1182.08
39394,Premium,South,Yes,1737.88
27627,Standard,South,Yes,1002.54
28155,Premium,West,Yes,1463.1
24260,Premium,West,Yes,1385.2
12875,Standard,West,Yes,657.5
19265,Premium,North,No,1085.3
7925,Standard,North,No,358.5
21201,Standard,West,Yes,824.02
46983,Premium,West,Yes,1839.6599999999999
42101,Standard,East,Yes,1192.02
7099,Standard,East,Yes,491.98
29364,Standard,North,No,787.28
27511,Premium,North,Yes,1550.22
31758,Premium,South,No,1285.1599999999999
33956,Standard,East,Yes,1029.12
43633,Premium,North,Yes,1872.6599999999999
7892,Standard,West,No,257.84000000000003
41983,Premium,West,Yes,1739.6599999999999
39381,Standard,North,Yes,1287.62
7058,Standard,North,No,341.15999999999997
15028,Premium,North,Yes,1300.56
40126,Standard,West,No,902.52
14114,Standard,North,No,482.28000000000003
37506,Premium,South,No,1400.12
11347,Standard,South,Yes,676.94
12392,Standard,South,No,397.84000000000003
9438,Premium,East,Yes,1038.76
9874,Standard,North,No,397.48
17030,Premium,North,No,1040.6
14409,Premium,West,No,888.1800000000001
15216,Premium,South,Yes,1254.32
16440,Premium,West,Yes,1228.8
27179,Premium,West,Yes,1443.58
40554,Premium,West,Yes,1711.08
22105,Premium,East,No,992.1
7525,Premium,West,No,750.5
5575,Standard,East,No,161.5
16918,Standard,East,No,388.36
29511,Premium,West,No,1190.22
21015,Premium,East,No,970.3
47831,Standard,West,No,1056.62
29611,Standard,North,Yes,1092.22
24888,Standard,South,No,647.76
17457,Premium,West,Yes,1249.1399999999999
20013,Standard,West,Yes,800.26
25122,Premium,North,Yes,1502.44
49629,Standard,North,Yes,1492.58
19434,Standard,North,No,588.6800000000001
29638,Premium,West,Yes,1492.76
18582,Premium,North,Yes,1371.6399999999999
43277,Standard,South,No,1015.54
34776,Premium,South,No,1345.52
44436,Premium,North,No,1588.72
33199,Premium,South,Yes,1613.98
8069,Premium,North,Yes,1161.38
33718,Standard,East,No,724.36
28281,Standard,North,No,765.62
22220,Standard,East,No,494.40000000000003
36503,Premium,West,No,1330.06
34409,Standard,North,Yes,1188.18
12728,Premium,East,No,804.56
43186,Standard,East,Yes,1213.72
11297,Premium,West,Yes,1125.94
48118,Standard,North,Yes,1462.3600000000001
47280,Standard,West,No,1045.6
11629,Standard,North,Yes,732.58
5931,Premium,South,Yes,1068.62
45401,Premium,North,No,1608.02
32873,Premium,South,Yes,1607.46
10556,Premium,North,No,911.12
24874,Standard,North,No,697.48
19875,Premium,North,Yes,1397.5
21510,Standard,West,No,530.2
13150,Standard,South,Yes,713.0
25236,Premium,South,No,1154.72
25983,Premium,West,No,1119.6599999999999
35930,Standard,South,Yes,1168.6
9302,Premium,East,Yes,1036.04
18166,Premium,South,No,1013.3199999999999
21472,Premium,East,Yes,1279.44
36784,Standard,West,No,835.6800000000001
49312,Premium,North,Yes,1986.24
10715,Standard,East,Yes,564.3
26363,Premium,West,No,1127.26
22710,Premium,East,Yes,1304.2
12253,Premium,East,No,795.06
26726,Premium,South,Yes,1484.52
32509,Premium,South,Yes,1600.18
20686,Standard,East,No,463.72
13631,Standard,North,No,472.62
38084,Standard,South,No,911.6800000000001
41275,Standard,North,No,1025.5
18487,Standard,South,No,519.74
10756,Standard,West,No,315.12
20829,Premium,East,No,966.5799999999999
24455,Standard,West,No,589.1
17176,Premium,South,No,993.52
23012,Standard,East,Yes,810.24
35738,Standard,South,No,864.76
30028,Premium,West,No,1200.56
35746,Premium,South,No,1364.92
26701,Premium,East,Yes,1384.02
13980,Standard,East,No,329.6
10843,Standard,South,No,366.86
19589,Premium,North,Yes,1391.78
32919,Premium,South,No,1308.38
6494,Premium,West,No,729.88
12095,Premium,South,Yes,1191.9
39149,Standard,North,No,982.98
26520,Standard,West,Yes,930.4
49883,Premium,South,Yes,1947.6599999999999
11883,Standard,North,No,437.65999999999997
37967,Premium,West,Yes,1659.3400000000001
21256,Standard,East,No,475.12
20285,Standard,East,Yes,755.7
44175,Standard,East,Yes,1233.5
45559,Standard,East,No,961.1800000000001
38506,Standard,North,Yes,1270.12
29209,Standard,East,Yes,934.1800000000001
14570,Premium,South,No,941.4000000000001
40767,Premium,North,No,1515.3400000000001
43926,Premium,North,Yes,1878.52
9564,Premium,West,No,791.28
27653,Premium,West,Yes,1453.06
18375,Premium,North,Yes,1367.5
32950,Premium,West,Yes,1559.0
47347,Standard,North,Yes,1446.94
37769,Premium,East,No,1305.38
17237,Premium,West,No,944.74
32151,Premium,West,No,1243.02
8545,Standard,East,No,220.9
36022,Standard,South,Yes,1170.44
34070,Premium,East,No,1231.4
15048,Standard,South,No,450.96
10076,Premium,East,Yes,1051.52
35135,Standard,South,Yes,1152.7
10757,Premium,East,Yes,1065.1399999999999
16766,Premium,North,No,1035.32
21929,Standard,South,Yes,888.5799999999999
5449,Premium,South,Yes,1058.98
39817,Standard,South,Yes,1246.3400000000001
23673,Premium,South,Yes,1423.46
40397,Standard,South,Yes,1257.94
36013,Premium,North,No,1420.26
40835,Standard,North,Yes,1316.7
15538,Standard,East,Yes,660.76
25223,Standard,West,No,604.46
19323,Premium,East,Yes,1236.46
27651,Premium,South,Yes,1503.02
32015,Standard,North,Yes,1140.3000000000002
6398,Premium,West,Yes,1027.96
16048,Standard,North,No,520.96
19962,Premium,West,No,999.24
47558,Premium,East,Yes,1801.1599999999999
19053,Premium,North,Yes,1381.06
43578,Premium,South,Yes,1821.56
10274,Premium,West,Yes,1105.48
31267,Premium,East,No,1175.3400000000001
16648,Premium,South,No,982.96
40348,Premium,East,No,1356.96
26714,Standard,South,No,684.28
24569,Premium,North,Yes,1491.38
44290,Standard,South,No,1035.8000000000002
6465,Standard,South,No,279.3
12724,Premium,East,Yes,1104.48
44807,Standard,East,Yes,1246.1399999999999
27691,Premium,East,Yes,1403.8200000000002
17783,Standard,East,Yes,705.6600000000001
10091,Premium,West,Yes,1101.82
30159,Premium,East,Yes,1453.18
23849,Standard,North,No,676.98
7494,Standard,East,No,199.88
24662,Premium,East,No,1043.24
23647,Standard,North,Yes,972.94
16574,Standard,West,No,431.48
20504,Standard,North,Yes,910.0799999999999
44356,Premium,South,No,1537.12
25610,Standard,North,No,712.2
24727,Premium,South,Yes,1444.54
32624,Premium,East,Yes,1502.48
8968,Premium,West,Yes,1079.3600000000001
36642,Standard,South,Yes,1182.8400000000001
37319,Premium,North,Yes,1746.38
41922,Premium,South,Yes,1788.44
12814,Premium,South,Yes,1206.28
43657,Standard,East,No,923.14
24211,Premium,South,No,1134.22
46243,Premium,North,Yes,1924.8600000000001
28896,Standard,West,Yes,977.92
11285,Standard,West,Yes,625.7
13303,Premium,East,No,816.06
13823,Standard,North,Yes,776.46
17049,Standard,South,No,490.98
48362,Premium,East,No,1517.24
41069,Premium,North,No,1521.38
41765,Premium,North,No,1535.3000000000002
32878,Premium,South,No,1307.56
26767,Premium,North,No,1235.3400000000001
10372,Standard,East,Yes,557.44
15645,Premium,South,Yes,1262.9
46313,Standard,West,No,1026.26
5263,Premium,North,No,805.26
16812,Premium,North,Yes,1336.24
44814,Standard,East,Yes,1246.28
16390,Standard,West,No,427.8
8071,Premium,North,Yes,1161.42
34030,Standard,West,Yes,1080.6
10901,Premium,East,No,768.02
25846,Premium,North,Yes,1516.92
28178,Premium,North,No,1263.56
26443,Standard,West,No,628.86
46982,Standard,East,Yes,1289.6399999999999
11073,Standard,South,Yes,671.46
42196,Premium,South,No,1493.92
21699,Premium,South,Yes,1383.98
12418,Premium,North,Yes,1248.3600000000001
9106,Premium,South,Yes,1132.12
14464,Standard,East,Yes,639.28
32250,Standard,South,Yes,1095.0
43166,Premium,West,Yes,1763.3200000000002
20655,Standard,West,No,513.1
27905,Premium,South,Yes,1508.1
24972,Standard,East,No,549.44
42251,Standard,West,Yes,1245.02
26050,Premium,South,No,1171.0
42705,Standard,North,No,1054.1
29830,Standard,East,No,646.6
31899,Premium,North,No,1337.98
16451,Premium,South,Yes,1279.02
40594,Standard,South,No,961.88
23589,Premium,South,No,1121.78
44279,Standard,North,Yes,1385.58
40981,Standard,East,Yes,1169.62
32515,Standard,North,Yes,1150.3000000000002
9202,Premium,South,No,834.04
20845,Premium,North,No,1116.9
41120,Premium,West,Yes,1722.4
11423,Standard,East,No,278.46000000000004
8564,Standard,East,Yes,521.28
5510,Premium,East,Yes,960.2
6246,Standard,West,No,224.92000000000002
44450,Standard,West,No,989.0
6000,Standard,East,No,170.0
49988,Premium,South,No,1649.76
46499,Standard,South,Yes,1379.98
16721,Standard,East,Yes,684.4200000000001
25534,Premium,North,No,1210.68
47165,Standard,North,No,1143.3000000000002
12575,Premium,West,Yes,1151.5
48772,Standard,South,Yes,1425.44
32818,Standard,East,No,706.36
27508,Standard,North,Yes,1050.1599999999999
8266,Premium,East,Yes,1015.3199999999999
9541,Standard,East,No,240.82
21872,Standard,West,No,537.44
36585,Premium,South,No,1381.7
16028,Premium,South,Yes,1270.56
40958,Premium,West,No,1419.1599999999999
22339,Standard,East,Yes,796.78
34900,Standard,West,No,798.0
44892,Premium,South,No,1547.8400000000001
33149,Standard,West,Yes,1062.98
31929,Premium,West,No,1238.58
26964,Premium,West,Yes,1439.28
6586,Premium,West,No,731.72
39651,Standard,South,Yes,1243.02
45148,Premium,East,No,1452.96
12785,Premium,South,No,905.7
32384,Premium,East,No,1197.68
39906,Standard,West,Yes,1198.12
5952,Premium,West,Yes,1019.04
23275,Premium,West,No,1065.5
13322,Standard,West,No,366.44
32897,Standard,East,No,707.94
23005,Standard,West,Yes,860.1
34294,Standard,West,No,785.88
39080,Premium,West,Yes,1681.6
45034,Standard,West,No,1000.6800000000001
19888,Premium,East,Yes,1247.76
20410,Standard,North,Yes,908.2
49461,Standard,East,No,1039.22
45454,Premium,West,No,1509.08
21924,Standard,South,Yes,888.48
11262,Standard,West,No,325.24
10321,Standard,North,No,406.42
11084,Premium,West,No,821.6800000000001
44470,Standard,North,No,1089.4
21100,Premium,West,Yes,1322.0
7721,Premium,South,Yes,1104.42
48214,Standard,East,Yes,1314.28
12252,Premium,West,Yes,1145.04
17809,Standard,South,No,506.18
21734,Standard,South,Yes,884.6800000000001
46706,Premium,South,No,1584.12
32743,Premium,East,No,1204.8600000000001
31696,Standard,South,No,783.92
42607,Premium,West,Yes,1752.1399999999999
49101,Standard,East,Yes,1332.02
29994,Premium,East,Yes,1449.88
24697,Standard,West,Yes,893.94
35038,Premium,East,Yes,1550.76
21735,Premium,East,No,984.7
43860,Premium,North,No,1577.2
45300,Premium,East,No,1456.0
12627,Standard,West,No,352.53999999999996
34472,Standard,North,Yes,1189.44
36112,Premium,North,No,1422.24
33385,Premium,North,Yes,1667.7
37618,Standard,North,No,952.36
19293,Premium,South,Yes,1335.8600000000001
9572,Premium,North,Yes,1191.44
14039,Premium,West,Yes,1180.78
14813,Standard,North,No,496.26
35304,Premium,East,No,1256.08
37921,Premium,West,No,1358.42
31168,Standard,West,No,723.36
9913,Premium,South,Yes,1148.26
5300,Premium,South,No,756.0
31035,Premium,East,No,1170.7
36072,Standard,South,Yes,1171.44
15833,Standard,South,Yes,766.6600000000001
43876,Premium,East,No,1427.52
15634,Premium,East,No,862.6800000000001
49226,Standard,North,No,1184.52
5949,Premium,North,No,818.98
7817,Premium,South,No,806.34
44853,Standard,West,Yes,1297.06
18013,Standard,East,Yes,710.26
21573,Standard,South,Yes,881.46
18563,Premium,South,Yes,1321.26
34460,Standard,North,No,889.2
8496,Premium,East,No,719.9200000000001
6935,Standard,West,No,238.70000000000002
23924,Premium,East,Yes,1328.48
43848,Premium,East,Yes,1726.96
42402,Standard,West,Yes,1248.04
17086,Premium,South,No,991.72
22633,Premium,South,No,1102.66
44845,Premium,East,No,1446.9
24604,Standard,North,Yes,992.0799999999999
10098,Premium,East,No,751.96
45031,Premium,North,Yes,1900.62
48099,Premium,East,Yes,1811.98
11543,Premium,North,No,930.86
6864,Standard,South,No,287.28
6041,Premium,West,Yes,1020.82
38264,Premium,East,No,1315.28
9511,Standard,West,No,290.22
43563,Standard,North,Yes,1371.26
26099,Standard,West,No,621.98
7436,Standard,East,No,198.72
31975,Premium,South,No,1289.5
29836,Standard,North,Yes,1096.72
30395,Standard,South,Yes,1057.9
41728,Premium,North,Yes,1834.56
10461,Standard,East,No,259.22
39091,Standard,East,Yes,1131.8200000000002
19036,Premium,East,Yes,1230.72
16733,Standard,South,Yes,784.6600000000001
39348,Standard,South,Yes,1236.96
18686,Standard,South,No,523.72
29118,Standard,West,Yes,982.36
9301,Standard,South,No,336.02
25930,Premium,East,Yes,1368.6
34914,Standard,West,No,798.28
28271,Standard,West,No,665.42
18816,Standard,South,No,526.3199999999999
24488,Premium,West,No,1089.76
48384,Premium,East,Yes,1817.68
7710,Premium,East,No,704.2
6503,Premium,North,No,830.06
20121,Standard,South,No,552.4200000000001
27174,Premium,East,No,1093.48
28825,Standard,East,No,626.5
7819,Premium,East,Yes,1006.38
48848,Premium,North,No,1676.96
38993,Standard,North,Yes,1279.8600000000001
30582,Standard,South,Yes,1061.6399999999999
10670,Standard,South,Yes,663.4
41495,Standard,East,Yes,1179.9
31661,Premium,South,No,1283.22
17824,Premium,North,No,1056.48
17351,Standard,West,Yes,747.02
44230,Premium,South,Yes,1834.6
41352,Standard,West,No,927.04
19552,Premium,East,Yes,1241.04
48659,Premium,South,No,1623.18
20786,Standard,North,Yes,915.72
9424,Standard,North,No,388.48
30883,Standard,West,No,717.66
22028,Standard,South,No,590.56
45903,Premium,East,No,1468.06
20316,Premium,East,Yes,1256.32
26819,Premium,South,No,1186.38
39927,Premium,South,Yes,1748.54
19256,Premium,North,No,1085.12
31961,Standard,North,Yes,1139.22
46649,Standard,North,Yes,1432.98
48406,Premium,South,No,1618.12
34538,Premium,South,Yes,1640.76
45372,Standard,South,Yes,1357.44
39331,Standard,East,Yes,1136.62
22822,Standard,North,Yes,956.44
12318,Premium,South,Yes,1196.3600000000001
48062,Standard,South,No,1111.24
16840,Premium,East,Yes,1186.8
35660,Premium,West,No,1313.2
41508,Standard,West,No,930.16
14186,Premium,West,No,883.72
43412,Standard,North,Yes,1368.24
6398,Standard,West,Yes,527.96
33123,Standard,North,Yes,1162.46
42979,Premium,East,No,1409.58
6128,Premium,East,Yes,972.56
9028,Standard,South,Yes,630.56
39167,Standard,West,No,883.34
42961,Premium,South,Yes,1809.22
33092,Premium,South,Yes,1611.8400000000001
26166,Premium,South,Yes,1473.3200000000002
24376,Premium,East,No,1037.52
47296,Standard,East,Yes,1295.92
43259,Standard,South,Yes,1315.18
33529,Standard,North,Yes,1170.58
35756,Standard,South,Yes,1165.12
47951,Premium,East,No,1509.02
44814,Standard,North,No,1096.28
40750,Premium,South,No,1465.0
11655,Premium,North,No,933.1
15047,Premium,West,Yes,1200.94
12722,Premium,West,Yes,1154.44
43955,Standard,East,Yes,1229.1
18667,Premium,East,Yes,1223.3400000000001
7646,Standard,South,No,302.92
12987,Premium,East,Yes,1109.74
26630,Standard,East,Yes,882.6
24977,Premium,South,Yes,1449.54
30666,Standard,West,Yes,1013.32
5330,Standard,South,No,256.6
16825,Premium,East,Yes,1186.5
35997,Premium,East,No,1269.94
36241,Premium,South,Yes,1674.8200000000002
9403,Premium,East,Yes,1038.06
34768,Premium,West,Yes,1595.3600000000001
24174,Standard,West,Yes,883.48
43622,Standard,South,Yes,1322.44
10270,Standard,South,Yes,655.4
16475,Standard,North,No,529.5
17890,Standard,West,Yes,757.8
33614,Standard,South,No,822.28
9572,Premium,North,No,891.44
12739,Premium,North,No,954.78
27059,Premium,South,No,1191.18
18991,Standard,West,No,479.82
46048,Standard,South,No,1070.96
34602,Premium,West,No,1292.04
12813,Premium,South,No,906.26
38063,Premium,North,No,1461.26
16963,Premium,East,No,889.26
10780,Premium,South,No,865.6
30593,Standard,South,Yes,1061.8600000000001
48252,Premium,West,Yes,1865.04
15822,Standard,North,Yes,816.44
31663,Premium,North,No,1333.26
22017,Premium,West,No,1040.3400000000001
27191,Premium,South,No,1193.8200000000002
37916,Premium,West,Yes,1658.3200000000002
9659,Standard,East,No,243.18
37207,Standard,North,Yes,1244.1399999999999
14536,Premium,East,No,840.72
20901,Premium,North,Yes,1418.02
29922,Premium,West,No,1198.44
6913,Premium,West,No,738.26
17333,Premium,East,Yes,1196.66
11651,Premium,North,Yes,1233.02
42579,Standard,North,No,1051.58
31461,Standard,West,No,729.22
45736,Standard,North,No,1114.72
46714,Premium,South,No,1584.28
47137,Premium,North,No,1642.74
32968,Premium,East,No,1209.3600000000001
41452,Premium,North,No,1529.04
40072,Premium,South,Yes,1751.44
42375,Premium,North,Yes,1847.5
32824,Premium,East,Yes,1506.48
11521,Standard,North,No,430.42
25316,Standard,West,Yes,906.3199999999999
9880,Standard,South,Yes,647.6
18552,Premium,South,No,1021.04
45918,Standard,South,Yes,1368.3600000000001
17907,Premium,West,Yes,1258.1399999999999
34904,Premium,South,No,1348.08
23689,Standard,East,No,523.78
27975,Premium,South,Yes,1509.5
45573,Standard,North,No,1111.46
16691,Standard,East,No,383.82
38857,Premium,South,No,1427.1399999999999
5090,Standard,East,No,151.8
20362,Standard,West,No,507.24
13262,Premium,West,Yes,1165.24
13194,Premium,South,Yes,1213.88
46595,Premium,East,No,1481.9
24054,Standard,West,Yes,881.0799999999999
21373,Premium,North,Yes,1427.46
13247,Standard,South,No,414.94
42260,Premium,South,No,1495.2
43503,Standard,South,Yes,1320.06
49822,Standard,South,Yes,1446.44
36766,Standard,South,No,885.32
25519,Standard,South,No,660.38
18195,Premium,South,Yes,1313.9
36873,Premium,East,No,1287.46
16397,Standard,East,Yes,677.94
35326,Standard,East,No,756.52
29565,Standard,North,No,791.3000000000001
40462,Premium,East,Yes,1659.24
10983,Premium,South,No,869.66
39347,Standard,South,No,936.94
36120,Premium,West,Yes,1622.4
49221,Standard,North,No,1184.42
31831,Standard,East,No,686.62
14122,Premium,South,Yes,1232.44
18551,Premium,West,No,971.02
15590,Standard,North,No,511.8
20302,Premium,South,Yes,1356.04
13216,Premium,South,Yes,1214.32
27031,Standard,North,No,740.62
11451,Premium,North,No,929.02
9406,Standard,West,No,288.12
5083,Premium,East,Yes,951.66
7123,Premium,West,No,742.46
43703,Standard,North,Yes,1374.06
7757,Standard,South,No,305.14
47136,Standard,East,No,992.72
38460,Premium,South,No,1419.2
10768,Standard,West,Yes,615.36
44871,Premium,South,No,1547.42
29673,Standard,West,Yes,993.46
44422,Premium,North,No,1588.44
22507,Standard,West,Yes,850.14
24646,Premium,East,No,1042.92
24760,Premium,South,Yes,1445.2
9248,Standard,West,Yes,584.96
48184,Standard,West,Yes,1363.68
31352,Premium,North,No,1327.04
21540,Standard,North,No,630.8
15184,Standard,East,Yes,653.6800000000001
15998,Premium,South,No,969.96
33365,Premium,South,No,1317.3000000000002
42752,Premium,South,No,1505.04
27883,Premium,East,Yes,1407.6599999999999
45134,Premium,South,No,1552.68
45314,Standard,North,No,1106.28
30612,Standard,West,Yes,1012.24
12317,Premium,West,Yes,1146.3400000000001
10436,Standard,East,No,258.72
43058,Premium,North,No,1561.1599999999999
34615,Premium,West,Yes,1592.3000000000002
37229,Standard,North,Yes,1244.58
35866,Premium,North,Yes,1717.3200000000002
45175,Standard,East,Yes,1253.5
15320,Standard,West,No,406.40000000000003
10412,Standard,West,Yes,608.24
25355,Standard,East,No,557.1
9498,Premium,East,No,739.96
43094,Premium,West,No,1461.88
10365,Standard,West,No,307.3
22363,Standard,South,No,597.26
48744,Premium,South,Yes,1924.88
41747,Standard,North,No,1034.94
16429,Standard,South,No,478.58
13595,Premium,South,Yes,1221.9
36225,Standard,South,No,874.5
8750,Standard,South,No,325.0
26588,Premium,North,Yes,1531.76
23296,Standard,East,Yes,815.9200000000001
42500,Premium,West,No,1450.0
7316,Standard,West,No,246.32
46601,Premium,North,No,1632.02
29860,Standard,South,No,747.2
32552,Premium,North,No,1351.04
17463,Premium,North,Yes,1349.26
13050,Premium,East,No,811.0
44451,Standard,North,Yes,1389.02
7493,Premium,West,No,749.86
14072,Premium,South,Yes,1231.44
25866,Standard,West,No,617.32
19203,Standard,West,Yes,784.06
22430,Standard,North,No,648.6
5036,Standard,North,Yes,600.72
26397,Standard,East,Yes,877.94
6546,Standard,South,No,280.92
18132,Standard,South,Yes,812.64
7970,Standard,North,No,359.4
16431,Premium,West,No,928.62
6702,Standard,South,Yes,584.04
29261,Premium,West,No,1185.22
35095,Premium,North,No,1401.9
17633,Standard,East,No,402.66
12079,Premium,East,Yes,1091.58
10423,Standard,East,No,258.46000000000004
22104,Premium,West,Yes,1342.08
48377,Standard,East,No,1017.54
44161,Standard,West,Yes,1283.22
6657,Standard,West,No,233.14000000000001
25673,Premium,East,Yes,1363.46
38774,Premium,North,No,1475.48
10427,Standard,East,Yes,558.54
